T_0_1 , 0.802597 , 0.776788 , 0.36409 , 382 , 298 , 65 , 19 , 1 , 0.00316009
F_0_1 , 0.197581 , 0.172216 , -1.07342 , 369 , 63 , 288 , 18 , 1 , 0.00337753
T_0_2 , 0.801746 , 0.775714 , 0.362082 , 398 , 310 , 68 , 20 , 1 , 0.00291855
F_1_2 , 0.197436 , 0.171953 , -1.07367 , 387 , 66 , 302 , 19 , 1 , 0.00308169
T_0_3 , 0.80375 , 0.777654 , 0.365717 , 397 , 310 , 67 , 20 , 1 , 0.00293288
F_0_3 , 0.198087 , 0.172312 , -1.07332 , 363 , 62 , 283 , 18 , 1 , 0.00348504
T_0_4 , 0.80303 , 0.777929 , 0.366235 , 393 , 307 , 67 , 19 , 1 , 0.00299117
F_0_4 , 0.197889 , 0.171676 , -1.07395 , 376 , 64 , 293 , 19 , 1 , 0.00325792
T_0_5 , 0.80315 , 0.777072 , 0.364624 , 378 , 295 , 64 , 19 , 1 , 0.00322485
F_0_5 , 0.197468 , 0.172304 , -1.07333 , 392 , 67 , 306 , 19 , 1 , 0.00300599
T_2_6 , 0.803109 , 0.777365 , 0.365174 , 383 , 299 , 65 , 19 , 1 , 0.00314419
F_1_6 , 0.197889 , 0.171676 , -1.07395 , 376 , 64 , 293 , 19 , 1 , 0.00325792
T_2_7 , 0.802564 , 0.777081 , 0.364641 , 387 , 302 , 66 , 19 , 1 , 0.00308169
F_1_7 , 0.196701 , 0.170212 , -1.07538 , 391 , 66 , 305 , 20 , 1 , 0.00302092
T_0_8 , 0.802139 , 0.77558 , 0.361831 , 371 , 289 , 63 , 19 , 1 , 0.00334274
F_2_8 , 0.197403 , 0.171593 , -1.07403 , 382 , 65 , 298 , 19 , 1 , 0.00316009
T_0_9 , 0.801887 , 0.776454 , 0.363466 , 368 , 287 , 63 , 18 , 1 , 0.00339512
F_2_9 , 0.197613 , 0.17258 , -1.07306 , 374 , 64 , 292 , 18 , 1 , 0.00329148
T_0_10 , 0.802989 , 0.777352 , 0.36515 , 365 , 285 , 62 , 18 , 1 , 0.00344868
F_1_10 , 0.197889 , 0.171676 , -1.07395 , 376 , 64 , 293 , 19 , 1 , 0.00325792
T_0_11 , 0.802949 , 0.777651 , 0.365712 , 370 , 289 , 63 , 18 , 1 , 0.00336007
F_3_11 , 0.198113 , 0.172681 , -1.07296 , 368 , 63 , 287 , 18 , 1 , 0.00339512
T_0_12 , 0.802057 , 0.776509 , 0.363568 , 386 , 301 , 66 , 19 , 1 , 0.00309715
F_0_12 , 0.198433 , 0.17249 , -1.07315 , 380 , 65 , 296 , 19 , 1 , 0.00319224
T_0_13 , 0.80273 , 0.776826 , 0.364161 , 400 , 312 , 68 , 20 , 1 , 0.0028902
F_0_13 , 0.197436 , 0.171953 , -1.07367 , 387 , 66 , 302 , 19 , 1 , 0.00308169
T_2_14 , 0.803665 , 0.777655 , 0.365719 , 379 , 296 , 64 , 19 , 1 , 0.00320848
F_2_14 , 0.198254 , 0.172223 , -1.07341 , 398 , 68 , 310 , 20 , 1 , 0.00291855
T_2_15 , 0.775623 , 0.706867 , 0.249661 , 358 , 254 , 55 , 49 , 1 , 0.00357836
F_3_15 , 0.197297 , 0.170455 , -1.07514 , 367 , 62 , 286 , 19 , 1 , 0.00341284
T_0_16 , 0.802532 , 0.777367 , 0.365179 , 392 , 306 , 67 , 19 , 1 , 0.00300599
F_2_16 , 0.197165 , 0.170272 , -1.07532 , 385 , 65 , 300 , 20 , 1 , 0.00311272
T_0_17 , 0.803191 , 0.776772 , 0.364061 , 373 , 291 , 63 , 19 , 1 , 0.00330844
F_2_17 , 0.197236 , 0.171011 , -1.0746 , 395 , 67 , 308 , 20 , 1 , 0.00296182
T_0_18 , 0.772265 , 0.700186 , 0.240355 , 390 , 274 , 60 , 56 , 1 , 0.00303596
F_3_18 , 0.197761 , 0.171794 , -1.07383 , 399 , 68 , 311 , 20 , 1 , 0.00290433
T_0_19 , 0.803069 , 0.77765 , 0.365711 , 388 , 303 , 66 , 19 , 1 , 0.00306634
F_2_19 , 0.197011 , 0.171374 , -1.07424 , 365 , 62 , 285 , 18 , 1 , 0.00344868
T_2_20 , 0.802835 , 0.775942 , 0.362507 , 385 , 300 , 65 , 20 , 1 , 0.00311272
F_3_20 , 0.197548 , 0.171842 , -1.07378 , 364 , 62 , 284 , 18 , 1 , 0.00346679
T_0_21 , 0.801746 , 0.775714 , 0.362082 , 398 , 310 , 68 , 20 , 1 , 0.00291855
F_1_21 , 0.197051 , 0.171753 , -1.07387 , 370 , 63 , 289 , 18 , 1 , 0.00336007
T_3_22 , 0.802696 , 0.777106 , 0.364688 , 405 , 316 , 69 , 20 , 1 , 0.00282098
F_2_22 , 0.196296 , 0.170519 , -1.07508 , 402 , 68 , 314 , 20 , 1 , 0.00286223
T_0_23 , 0.803191 , 0.776772 , 0.364061 , 373 , 291 , 63 , 19 , 1 , 0.00330844
F_3_23 , 0.197236 , 0.171011 , -1.0746 , 395 , 67 , 308 , 20 , 1 , 0.00296182
T_3_24 , 0.80303 , 0.777929 , 0.366235 , 393 , 307 , 67 , 19 , 1 , 0.00299117
F_3_24 , 0.197581 , 0.172216 , -1.07342 , 369 , 63 , 288 , 18 , 1 , 0.00337753
T_3_25 , 0.774799 , 0.705562 , 0.247823 , 370 , 262 , 57 , 51 , 1 , 0.00336007
F_3_25 , 0.19863 , 0.172785 , -1.07286 , 362 , 62 , 282 , 18 , 1 , 0.00350343
T_0_26 , 0.802799 , 0.776244 , 0.363072 , 390 , 304 , 66 , 20 , 1 , 0.00303596
F_2_26 , 0.196532 , 0.170722 , -1.07488 , 343 , 58 , 268 , 17 , 1 , 0.00388052
T_0_27 , 0.803191 , 0.776772 , 0.364061 , 373 , 291 , 63 , 19 , 1 , 0.00330844
F_3_27 , 0.19709 , 0.172122 , -1.07351 , 375 , 64 , 293 , 18 , 1 , 0.00327464
T_0_28 , 0.803191 , 0.776772 , 0.364061 , 373 , 291 , 63 , 19 , 1 , 0.00330844
T_0_29 , 0.767663 , 0.688053 , 0.224123 , 365 , 252 , 55 , 58 , 1 , 0.00344868
F_0_29 , 0.197514 , 0.171458 , -1.07416 , 359 , 61 , 280 , 18 , 1 , 0.00355942
T_0_30 , 0.802949 , 0.777651 , 0.365712 , 370 , 289 , 63 , 18 , 1 , 0.00336007
F_3_30 , 0.19709 , 0.172122 , -1.07351 , 375 , 64 , 293 , 18 , 1 , 0.00327464
T_0_31 , 0.774086 , 0.705022 , 0.247065 , 298 , 211 , 46 , 41 , 1 , 0.0050399
F_0_31 , 0.197165 , 0.170272 , -1.07532 , 385 , 65 , 300 , 20 , 1 , 0.00311272
T_0_32 , 0.80291 , 0.777942 , 0.36626 , 375 , 293 , 64 , 18 , 1 , 0.00327464
F_3_32 , 0.196809 , 0.170389 , -1.07521 , 373 , 63 , 291 , 19 , 1 , 0.00330844
T_0_33 , 0.803191 , 0.776772 , 0.364061 , 373 , 291 , 63 , 19 , 1 , 0.00330844
F_2_33 , 0.197297 , 0.170455 , -1.07514 , 367 , 62 , 286 , 19 , 1 , 0.00341284
T_0_34 , 0.802239 , 0.776271 , 0.363123 , 399 , 311 , 68 , 20 , 1 , 0.00290433
F_3_34 , 0.198413 , 0.171679 , -1.07394 , 312 , 53 , 243 , 16 , 1 , 0.00463137
T_0_35 , 0.763736 , 0.676443 , 0.209376 , 361 , 245 , 53 , 63 , 1 , 0.00352196
T_0_36 , 0.80303 , 0.777929 , 0.366235 , 393 , 307 , 67 , 19 , 1 , 0.00299117
F_2_36 , 0.197917 , 0.17204 , -1.07359 , 381 , 65 , 297 , 19 , 1 , 0.00317611
T_2_37 , 0.773481 , 0.702169 , 0.243089 , 359 , 253 , 55 , 51 , 1 , 0.00355942
F_3_37 , 0.19625 , 0.170154 , -1.07544 , 397 , 67 , 310 , 20 , 1 , 0.00293288
T_2_38 , 0.801724 , 0.776061 , 0.362729 , 345 , 269 , 59 , 17 , 1 , 0.00383819
F_2_38 , 0.197452 , 0.172212 , -1.07342 , 311 , 53 , 243 , 15 , 1 , 0.00465894
T_2_39 , 0.803069 , 0.77765 , 0.365711 , 388 , 303 , 66 , 19 , 1 , 0.00306634
F_2_39 , 0.197333 , 0.170844 , -1.07476 , 372 , 63 , 290 , 19 , 1 , 0.00332553
T_3_40 , 0.801567 , 0.775624 , 0.361913 , 380 , 296 , 65 , 19 , 1 , 0.00319224
F_1_40 , 0.197635 , 0.172561 , -1.07308 , 293 , 50 , 229 , 14 , 1 , 0.00519843
T_0_41 , 0.767105 , 0.684748 , 0.219848 , 377 , 259 , 56 , 62 , 1 , 0.00324133
F_0_41 , 0.197619 , 0.171568 , -1.07405 , 417 , 71 , 325 , 21 , 1 , 0.00266401
T_0_42 , 0.802564 , 0.777081 , 0.364641 , 387 , 302 , 66 , 19 , 1 , 0.00308169
T_0_43 , 0.802721 , 0.775797 , 0.362236 , 291 , 227 , 49 , 15 , 1 , 0.00526385
F_0_43 , 0.19863 , 0.172785 , -1.07286 , 362 , 62 , 282 , 18 , 1 , 0.00350343
T_3_44 , 0.802597 , 0.776788 , 0.36409 , 382 , 298 , 65 , 19 , 1 , 0.00316009
F_2_44 , 0.197889 , 0.171676 , -1.07395 , 376 , 64 , 293 , 19 , 1 , 0.00325792
T_0_45 , 0.77973 , 0.719334 , 0.267746 , 367 , 265 , 58 , 44 , 1 , 0.00341284
F_0_45 , 0.196931 , 0.171512 , -1.07411 , 388 , 66 , 303 , 19 , 1 , 0.00306634
T_0_46 , 0.802597 , 0.776788 , 0.36409 , 382 , 298 , 65 , 19 , 1 , 0.00316009
F_0_46 , 0.197051 , 0.171753 , -1.07387 , 370 , 63 , 289 , 18 , 1 , 0.00336007
T_0_47 , 0.802239 , 0.776271 , 0.363123 , 399 , 311 , 68 , 20 , 1 , 0.00290433
F_0_47 , 0.196927 , 0.170584 , -1.07502 , 355 , 60 , 277 , 18 , 1 , 0.00363606
T_0_48 , 0.80241 , 0.776048 , 0.362706 , 412 , 321 , 70 , 21 , 1 , 0.0027279
F_3_48 , 0.19685 , 0.170773 , -1.07483 , 378 , 64 , 295 , 19 , 1 , 0.00322485
T_0_49 , 0.803191 , 0.776898 , 0.364297 , 279 , 218 , 47 , 14 , 1 , 0.00568262
F_2_49 , 0.197885 , 0.172422 , -1.07321 , 328 , 56 , 256 , 16 , 1 , 0.00422023
T_0_50 , 0.765528 , 0.683961 , 0.21884 , 319 , 219 , 48 , 52 , 1 , 0.00444475
F_3_50 , 0.197889 , 0.171676 , -1.07395 , 376 , 64 , 293 , 19 , 1 , 0.00325792
T_0_51 , 0.776596 , 0.710546 , 0.2549 , 373 , 266 , 58 , 49 , 1 , 0.00330844
F_2_51 , 0.196646 , 0.170954 , -1.07465 , 325 , 55 , 254 , 16 , 1 , 0.00429323
T_0_52 , 0.802696 , 0.777106 , 0.364688 , 405 , 316 , 69 , 20 , 1 , 0.00282098
F_3_52 , 0.198718 , 0.171382 , -1.07423 , 231 , 39 , 180 , 12 , 1 , 0.00795434
T_0_53 , 0.802168 , 0.775254 , 0.361223 , 366 , 285 , 62 , 19 , 1 , 0.0034307
