1	1	3
2	4017	10466
3	2138	6794
4	6896	10766
5	580	2070
6	4184	10170
7	14468	16078
8	3	16066
9	1687	5488
10	650	2284
11	312	1518
12	62	1106
13	3	6
14	1184	4628
15	1182	4360
16	739	2716
17	2438	7006
18	8436	12334
19	3351	6731
20	50	6364
21	1457	6156
22	5493	9105
23	1206	5363
24	4550	8876
25	351	2568
26	558	4199
27	6020	10385
28	1965	6318
29	354	1668
