T_0_1 , 0.721569 , 0.694492 , 0.232632 , 252 , 176 , 63 , 13 , 1 , 0.0068213
F_2_1 , 0.27621 , 0.250376 , -0.989184 , 245 , 61 , 172 , 12 , 1 , 0.00717095
T_2_2 , 0.721344 , 0.696008 , 0.234669 , 250 , 175 , 63 , 12 , 1 , 0.0069186
F_3_2 , 0.27897 , 0.253632 , -0.985296 , 230 , 58 , 161 , 11 , 1 , 0.00801508
T_3_3 , 0.722222 , 0.696989 , 0.235995 , 231 , 162 , 58 , 11 , 1 , 0.00795434
F_0_3 , 0.279116 , 0.253384 , -0.985593 , 246 , 62 , 172 , 12 , 1 , 0.00711941
T_3_4 , 0.722944 , 0.697392 , 0.236542 , 228 , 160 , 57 , 11 , 1 , 0.00813863
F_1_4 , 0.277132 , 0.252275 , -0.986921 , 255 , 64 , 179 , 12 , 1 , 0.00667908
T_0_5 , 0.722467 , 0.696479 , 0.235305 , 224 , 157 , 56 , 11 , 1 , 0.00839439
F_3_5 , 0.278481 , 0.253558 , -0.985384 , 234 , 59 , 164 , 11 , 1 , 0.00777617
T_0_6 , 0.721739 , 0.69608 , 0.234767 , 227 , 159 , 57 , 11 , 1 , 0.00820148
F_0_6 , 0.277542 , 0.250432 , -0.989118 , 233 , 58 , 163 , 12 , 1 , 0.0078349
T_0_7 , 0.722689 , 0.697868 , 0.237188 , 235 , 165 , 59 , 11 , 1 , 0.00771809
F_1_7 , 0.278723 , 0.2515 , -0.987845 , 232 , 58 , 162 , 12 , 1 , 0.00789428
T_3_8 , 0.722 , 0.696368 , 0.235155 , 247 , 173 , 62 , 12 , 1 , 0.00706841
F_1_8 , 0.278626 , 0.252256 , -0.986944 , 259 , 65 , 181 , 13 , 1 , 0.00649611
T_3_9 , 0.722672 , 0.696736 , 0.235654 , 244 , 171 , 61 , 12 , 1 , 0.00722305
F_3_9 , 0.276639 , 0.250393 , -0.989164 , 241 , 60 , 169 , 12 , 1 , 0.00738272
T_2_10 , 0.721983 , 0.694418 , 0.232533 , 229 , 160 , 57 , 12 , 1 , 0.00807651
F_3_10 , 0.277992 , 0.251324 , -0.988056 , 256 , 64 , 179 , 13 , 1 , 0.00663264
T_0_11 , 0.72103 , 0.695692 , 0.234243 , 230 , 161 , 58 , 11 , 1 , 0.00801508
F_1_11 , 0.277533 , 0.251545 , -0.987792 , 224 , 56 , 157 , 11 , 1 , 0.00839439
T_0_12 , 0.721074 , 0.694617 , 0.2328 , 239 , 167 , 60 , 12 , 1 , 0.00749208
F_2_12 , 0.276892 , 0.251359 , -0.988013 , 248 , 62 , 174 , 12 , 1 , 0.00701795
T_2_13 , 0.722944 , 0.697392 , 0.236542 , 228 , 160 , 57 , 11 , 1 , 0.00813863
T_3_14 , 0.695279 , 0.615041 , 0.143092 , 230 , 142 , 51 , 37 , 1 , 0.00801508
F_0_14 , 0.276892 , 0.251359 , -0.988013 , 248 , 62 , 174 , 12 , 1 , 0.00701795
T_2_15 , 0.721519 , 0.696596 , 0.235464 , 234 , 164 , 59 , 11 , 1 , 0.00777617
F_2_15 , 0.279592 , 0.25345 , -0.985514 , 242 , 61 , 169 , 12 , 1 , 0.00732892
